sample_id,label,attn_layer_0,mlp_layer_0,attn_layer_1,mlp_layer_1,attn_layer_2,mlp_layer_2,attn_layer_3,mlp_layer_3,attn_layer_4,mlp_layer_4,attn_layer_5,mlp_layer_5,attn_layer_6,mlp_layer_6,attn_layer_7,mlp_layer_7,attn_layer_8,mlp_layer_8,attn_layer_9,mlp_layer_9,attn_layer_10,mlp_layer_10,attn_layer_11,mlp_layer_11,attn_layer_12,mlp_layer_12,attn_layer_13,mlp_layer_13,attn_layer_14,mlp_layer_14,attn_layer_15,mlp_layer_15,attn_layer_16,mlp_layer_16,attn_layer_17,mlp_layer_17,attn_layer_18,mlp_layer_18,attn_layer_19,mlp_layer_19,attn_layer_20,mlp_layer_20,attn_layer_21,mlp_layer_21,attn_layer_22,mlp_layer_22,attn_layer_23,mlp_layer_23,group,attention_drift,ffn_drift
ragtruth_10299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid (26-75%),0.4670199441413085,0.6794187550743421
ragtruth_10299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late (76-100%),0.1751041809717814,0.36459708710511524
ragtruth_1002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early (1-25%),0.16912826895713806,0.29078833262125653
ragtruth_1002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid (26-75%),0.27154896159966785,0.4229680833717187
ragtruth_1002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late (76-100%),0.062232911586761475,0.15525170167287192
ragtruth_1003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early (1-25%),0.16912826895713806,0.29078833262125653
ragtruth_1003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid (26-75%),0.27154896159966785,0.4229680833717187
ragtruth_1003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late (76-100%),0.062232911586761475,0.15525170167287192
ragtruth_1005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early (1-25%),0.16989150643348694,0.3204823558529218
ragtruth_1005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid (26-75%),0.2756119966506958,0.42320165783166885
ragtruth_1005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late (76-100%),0.06930128733317058,0.16110433141390482
ragtruth_1006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early (1-25%),0.1632989446322123,0.2461180438597997
ragtruth_1006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid (26-75%),0.2525937656561534,0.39217893965542316
ragtruth_1006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late (76-100%),0.04981627066930135,0.1338785688082377
ragtruth_1007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early (1-25%),0.16358416279157004,0.24518847465515137
ragtruth_1007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid (26-75%),0.24720450242360434,0.38265500341852504
ragtruth_1007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late (76-100%),0.03630484143892924,0.10136543711026509
ragtruth_10092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early (1-25%),0.13373316327730814,0.5001953939596812
ragtruth_10092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid (26-75%),0.22259631752967834,0.4651771957675616
ragtruth_10092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late (76-100%),0.09054116408030193,0.21462124586105347
ragtruth_10093,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early (1-25%),0.4517439529299736,0.7035432818035284
